"Census","School Name","Category","Year Level","Students"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 3","66"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 2","64"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 1","40"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Kindergarten","65"
"01 February 2011","St Bede's Primary School","Non Gov","Year 6","27"
"01 February 2011","St Bede's Primary School","Non Gov","Year 5","25"
"01 February 2011","St Bede's Primary School","Non Gov","Year 4","23"
"01 February 2011","St Bede's Primary School","Non Gov","Year 3","29"
"01 February 2011","St Bede's Primary School","Non Gov","Year 2","26"
"01 February 2011","St Bede's Primary School","Non Gov","Year 1","27"
"01 February 2011","St Bede's Primary School","Non Gov","Kindergarten","20"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 6","15"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 5","13"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 4","28"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 3","28"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 2","31"
"01 February 2011","St Benedict's Primary School","Non Gov","Year 1","29"
"01 February 2011","St Benedict's Primary School","Non Gov","Kindergarten","17"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 6","107"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 5","95"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 4","85"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 3","108"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 2","105"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Year 1","101"
"01 February 2011","St Clare of Assisi Primary School","Non Gov","Kindergarten","102"
"01 February 2011","St Clare's College","Non Gov","Year 9","217"
"01 February 2011","St Clare's College","Non Gov","Year 8","214"
"01 February 2011","St Clare's College","Non Gov","Year 7","225"
"01 February 2011","St Clare's College","Non Gov","Year 12","165"
"01 February 2011","St Clare's College","Non Gov","Year 11","172"
"01 February 2011","St Clare's College","Non Gov","Year 10","219"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 9","169"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 8","146"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 7","167"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 6","90"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 5","88"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 4","57"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 12","123"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 11","134"
"01 February 2011","St Edmund's College Canberra","Non Gov","Year 10","165"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 6","75"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 5","64"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 4","62"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 3","72"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 2","73"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Year 1","67"
"01 February 2011","St Francis of Assisi Primary School","Non Gov","Kindergarten","60"
"01 February 2011","St Francis Xavier College","Non Gov","Year 9","209"
"01 February 2011","St Francis Xavier College","Non Gov","Year 8","214"
"01 February 2011","St Francis Xavier College","Non Gov","Year 7","212"
"01 February 2011","St Francis Xavier College","Non Gov","Year 12","175"
"01 February 2011","St Francis Xavier College","Non Gov","Year 11","183"
"01 February 2011","St Francis Xavier College","Non Gov","Year 10","213"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 6","65"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 5","51"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 4","54"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 3","62"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 2","51"
"01 February 2011","St John the Apostle Primary School","Non Gov","Year 1","55"
"01 February 2011","St John the Apostle Primary School","Non Gov","Kindergarten","52"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 6","25"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 5","28"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 4","23"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 3","50"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 2","51"
"01 February 2011","St John Vianney's Primary School","Non Gov","Year 1","40"
"01 February 2011","St John Vianney's Primary School","Non Gov","Kindergarten","48"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 6","27"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 5","35"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 4","19"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 3","25"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 2","28"
"01 February 2011","St Joseph's Primary School","Non Gov","Year 1","21"
"01 February 2011","St Joseph's Primary School","Non Gov","Preschool","20"
"01 February 2011","St Joseph's Primary School","Non Gov","Kindergarten","17"
"01 February 2011","St Jude's Primary School","Non Gov","Year 6","22"
"01 February 2011","St Jude's Primary School","Non Gov","Year 5","39"
"01 February 2011","St Jude's Primary School","Non Gov","Year 4","37"
"01 February 2011","St Jude's Primary School","Non Gov","Year 3","38"
"01 February 2011","St Jude's Primary School","Non Gov","Year 2","51"
"01 February 2011","St Jude's Primary School","Non Gov","Year 1","44"
"01 February 2011","St Jude's Primary School","Non Gov","Kindergarten","44"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 9","299"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 8","342"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 7","325"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 12","200"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 11","243"
"01 February 2011","St Mary MacKillop College","Non Gov","Year 10","308"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 6","40"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 5","48"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 4","44"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 3","44"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 2","48"
"01 February 2011","St Matthew's Primary School","Non Gov","Year 1","50"
"01 February 2011","St Matthew's Primary School","Non Gov","Kindergarten","48"
"01 February 2011","St Michael's Primary School","Non Gov","Year 6","34"
"01 February 2011","St Michael's Primary School","Non Gov","Year 5","27"
"01 February 2011","St Michael's Primary School","Non Gov","Year 4","25"
"01 February 2011","St Michael's Primary School","Non Gov","Year 3","34"
"01 February 2011","St Michael's Primary School","Non Gov","Year 2","34"
"01 February 2011","St Michael's Primary School","Non Gov","Year 1","29"
"01 February 2011","St Michael's Primary School","Non Gov","Kindergarten","24"
"01 February 2011","St Monica's Primary School","Non Gov","Year 3","63"
"01 February 2011","St Monica's Primary School","Non Gov","Year 6","78"
"01 February 2011","St Monica's Primary School","Non Gov","Year 5","54"
"01 February 2011","St Monica's Primary School","Non Gov","Year 4","61"
"01 February 2011","St Monica's Primary School","Non Gov","Year 2","72"
"01 February 2011","St Monica's Primary School","Non Gov","Year 1","61"
"01 February 2011","St Monica's Primary School","Non Gov","Kindergarten","75"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 5","39"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 6","45"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 4","46"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 3","48"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 2","54"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Year 1","50"
"01 February 2011","Sts Peter & Paul Primary School","Non Gov","Kindergarten","43"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Preschool","36"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Kindergarten","31"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 2","33"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 3","22"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 4","22"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 6","22"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 5","26"
"01 February 2011","St Thomas Aquinas Primary School","Non Gov","Year 1","32"
"01 February 2011","St Thomas More's Primary School","Non Gov","Kindergarten","20"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 6","18"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 5","16"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 4","27"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 3","32"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 2","26"
"01 February 2011","St Thomas More's Primary School","Non Gov","Year 1","24"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 6","38"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 5","39"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 4","37"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 3","44"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 2","44"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Year 1","52"
"01 February 2011","St Thomas The Apostle Primary School","Non Gov","Kindergarten","38"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 3","29"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 6","18"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 5","16"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 4","16"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 2","21"
"01 February 2011","St Vincent's Primary School","Non Gov","Year 1","29"
"01 February 2011","St Vincent's Primary School","Non Gov","Kindergarten","18"
"01 February 2011","Taylor Primary School","Gov","Year 6","17"
"01 February 2011","Taylor Primary School","Gov","Year 5","20"
"01 February 2011","Taylor Primary School","Gov","Year 4","20"
"01 February 2011","Taylor Primary School","Gov","Year 3","33"
"01 February 2011","Taylor Primary School","Gov","Year 2","28"
"01 February 2011","Taylor Primary School","Gov","Year 1","31"
"01 February 2011","Taylor Primary School","Gov","Preschool","42"
"01 February 2011","Taylor Primary School","Gov","Kindergarten","30"
"01 February 2011","Telopea Park School","Gov","Year 9","191"
"01 February 2011","Telopea Park School","Gov","Year 8","158"
"01 February 2011","Telopea Park School","Gov","Year 7","181"
"01 February 2011","Telopea Park School","Gov","Year 6","57"
"01 February 2011","Telopea Park School","Gov","Year 5","61"
"01 February 2011","Telopea Park School","Gov","Year 4","67"
"01 February 2011","Telopea Park School","Gov","Year 3","51"
"01 February 2011","Telopea Park School","Gov","Year 2","60"
"01 February 2011","Telopea Park School","Gov","Year 10","174"
"01 February 2011","Telopea Park School","Gov","Year 1","59"
"01 February 2011","Telopea Park School","Gov","Kindergarten","63"
"01 February 2011","The Canberra College","Gov","Year 12","426"
"01 February 2011","The Canberra College","Gov","Year 11","540"
"01 February 2011","The Canberra College","Gov","Mature","2"
"01 February 2011","Theodore Primary School","Gov","Year 3","35"
"01 February 2011","Theodore Primary School","Gov","Kindergarten","35"
"01 February 2011","Theodore Primary School","Gov","Preschool","48"
"01 February 2011","Theodore Primary School","Gov","Year 1","38"
"01 February 2011","Theodore Primary School","Gov","Year 2","33"
"01 February 2011","Theodore Primary School","Gov","Year 6","44"
"01 February 2011","Theodore Primary School","Gov","Year 5","39"
"01 February 2011","Theodore Primary School","Gov","Year 4","38"
"01 February 2011","The Woden School","Gov","Year 9","15"
"01 February 2011","The Woden School","Gov","Year 8","18"
"01 February 2011","The Woden School","Gov","Year 7","25"
"01 February 2011","The Woden School","Gov","Year 11","18"
"01 February 2011","The Woden School","Gov","Year 10","11"
"01 February 2011","Torrens Primary School","Gov","Year 6","49"
"01 February 2011","Torrens Primary School","Gov","Year 5","60"
"01 February 2011","Torrens Primary School","Gov","Year 4","52"
"01 February 2011","Torrens Primary School","Gov","Year 3","55"
"01 February 2011","Torrens Primary School","Gov","Year 2","61"
"01 February 2011","Torrens Primary School","Gov","Year 1","55"
"01 February 2011","Torrens Primary School","Gov","Preschool","72"
"01 February 2011","Torrens Primary School","Gov","Kindergarten","56"
"01 February 2011","Trinity Christian School","Non Gov","Year 9","111"
"01 February 2011","Trinity Christian School","Non Gov","Year 8","107"
"01 February 2011","Trinity Christian School","Non Gov","Year 7","99"
"01 February 2011","Trinity Christian School","Non Gov","Year 6","81"
"01 February 2011","Trinity Christian School","Non Gov","Year 5","81"
"01 February 2011","Trinity Christian School","Non Gov","Year 4","81"
"01 February 2011","Trinity Christian School","Non Gov","Year 3","81"
"01 February 2011","Trinity Christian School","Non Gov","Year 2","81"
